SCHOOL-LEVEL TEST-BY-TEST PASS AND PASS ADVANCED,,,,,,8/10/2015,,
DIVISION,SCHOOL,SUBJECT,GRADE,TEST,PASS 2013-2014,PASS 2014-2015,ADVANCED 2013-2014,ADVANCED 2014-2015
Albemarle County ,Murray High,Mathematics,End of Course,Geometry,85,71,4,4
Albemarle County ,Murray High,Science,End of Course,Biology,83,82,0,5
Albemarle County ,Murray High,Science,End of Course,Chemistry,100,86,14,0
Albemarle County ,Murray High,Science,End of Course,Earth Science,92,88,8,6
Albemarle County ,Paul H. Cale Elementary,English: Reading,Gr 3,English Reading,67,65,23,13
Albemarle County ,Paul H. Cale Elementary,English: Reading,Gr 4,English Reading,72,69,20,25
Albemarle County ,Paul H. Cale Elementary,English: Reading,Gr 5,English Reading,71,64,19,24
Albemarle County ,Paul H. Cale Elementary,History and Social Sciences,Content Specific,VA Studies,62,65,18,16
Albemarle County ,Paul H. Cale Elementary,Mathematics,Gr 3,Mathematics,61,69,14,13
Albemarle County ,Paul H. Cale Elementary,Mathematics,Gr 4,Mathematics,67,69,22,19
Albemarle County ,Paul H. Cale Elementary,Mathematics,Gr 5,Mathematics,61,60,19,20
Albemarle County ,Paul H. Cale Elementary,Science,Gr 5,Science,46,54,5,11
Albemarle County ,Red Hill Elementary,English: Reading,Gr 3,English Reading,70,50,5,7
Albemarle County ,Red Hill Elementary,English: Reading,Gr 4,English Reading,63,67,17,0
Albemarle County ,Red Hill Elementary,English: Reading,Gr 5,English Reading,82,55,24,16
Albemarle County ,Red Hill Elementary,History and Social Sciences,Content Specific,VA Studies,88,73,35,13
Albemarle County ,Red Hill Elementary,Mathematics,Gr 3,Mathematics,65,54,5,4
Albemarle County ,Red Hill Elementary,Mathematics,Gr 4,Mathematics,74,82,29,18
Albemarle County ,Red Hill Elementary,Mathematics,Gr 5,Mathematics,81,61,13,16
Albemarle County ,Red Hill Elementary,Science,Gr 5,Science,65,58,6,10
Albemarle County ,Scottsville Elementary,English: Reading,Gr 3,English Reading,73,88,15,29
Albemarle County ,Scottsville Elementary,English: Reading,Gr 4,English Reading,95,86,10,17
Albemarle County ,Scottsville Elementary,English: Reading,Gr 5,English Reading,74,100,21,30
Albemarle County ,Scottsville Elementary,History and Social Sciences,Content Specific,VA Studies,74,100,32,42
Albemarle County ,Scottsville Elementary,Mathematics,Gr 3,Mathematics,76,83,15,25
Albemarle County ,Scottsville Elementary,Mathematics,Gr 4,Mathematics,85,97,30,20
Albemarle County ,Scottsville Elementary,Mathematics,Gr 5,Mathematics,75,100,30,20
Albemarle County ,Scottsville Elementary,Science,Gr 5,Science,75,100,15,10
Albemarle County ,Stone Robinson Elementary,English: Reading,Gr 3,English Reading,56,58,13,18
Albemarle County ,Stone Robinson Elementary,English: Reading,Gr 4,English Reading,65,64,8,18
Albemarle County ,Stone Robinson Elementary,English: Reading,Gr 5,English Reading,69,75,21,18
Albemarle County ,Stone Robinson Elementary,History and Social Sciences,Content Specific,VA Studies,75,77,33,23
Albemarle County ,Stone Robinson Elementary,Mathematics,Gr 3,Mathematics,38,70,8,20
Albemarle County ,Stone Robinson Elementary,Mathematics,Gr 4,Mathematics,78,79,22,14
Albemarle County ,Stone Robinson Elementary,Mathematics,Gr 5,Mathematics,53,65,18,17
Albemarle County ,Stone Robinson Elementary,Mathematics,Gr 6,Mathematics,<,,<,
Albemarle County ,Stone Robinson Elementary,Science,Gr 5,Science,65,71,22,8
Albemarle County ,Stony Point Elementary,English: Reading,Gr 3,English Reading,71,68,27,23
Albemarle County ,Stony Point Elementary,English: Reading,Gr 4,English Reading,67,65,18,12
Albemarle County ,Stony Point Elementary,English: Reading,Gr 5,English Reading,69,72,16,21
Albemarle County ,Stony Point Elementary,History and Social Sciences,Content Specific,VA Studies,73,72,33,10
Albemarle County ,Stony Point Elementary,Mathematics,Gr 3,Mathematics,59,55,4,19
Albemarle County ,Stony Point Elementary,Mathematics,Gr 4,Mathematics,73,73,24,12
Albemarle County ,Stony Point Elementary,Mathematics,Gr 5,Mathematics,73,72,33,24
Albemarle County ,Stony Point Elementary,Science,Gr 5,Science,72,86,17,3
Albemarle County ,Virginia L. Murray Elementary,English: Reading,Gr 3,English Reading,98,82,51,33
Albemarle County ,Virginia L. Murray Elementary,English: Reading,Gr 4,English Reading,96,93,21,41
Albemarle County ,Virginia L. Murray Elementary,English: Reading,Gr 5,English Reading,91,89,32,34
Albemarle County ,Virginia L. Murray Elementary,History and Social Sciences,Content Specific,VA Studies,95,96,73,76
Albemarle County ,Virginia L. Murray Elementary,Mathematics,Gr 3,Mathematics,95,85,26,46
Albemarle County ,Virginia L. Murray Elementary,Mathematics,Gr 4,Mathematics,96,98,38,79
Albemarle County ,Virginia L. Murray Elementary,Mathematics,Gr 5,Mathematics,91,91,66,40
Albemarle County ,Virginia L. Murray Elementary,Science,Gr 5,Science,86,91,57,21
Albemarle County ,Western Albemarle High,English: Reading,End of Course,English Reading,98,95,19,18
Albemarle County ,Western Albemarle High,English: Writing,End of Course,Writing,97,95,41,53
Albemarle County ,Western Albemarle High,History and Social Sciences,End of Course,Geography,<,100,<,29
Albemarle County ,Western Albemarle High,History and Social Sciences,End of Course,VA & US History,93,93,16,17
Albemarle County ,Western Albemarle High,History and Social Sciences,End of Course,World History I,94,95,20,28
Albemarle County ,Western Albemarle High,History and Social Sciences,End of Course,World History II,96,88,19,19
Albemarle County ,Western Albemarle High,Mathematics,End of Course,Algebra I,83,78,1,2
Albemarle County ,Western Albemarle High,Mathematics,End of Course,Algebra II,78,80,20,22
Albemarle County ,Western Albemarle High,Mathematics,End of Course,Geometry,89,83,7,8
Albemarle County ,Western Albemarle High,Science,End of Course,Biology,94,95,14,17
Albemarle County ,Western Albemarle High,Science,End of Course,Chemistry,91,88,29,23
Albemarle County ,Western Albemarle High,Science,End of Course,Earth Science,86,93,3,7
Albemarle County ,Woodbrook Elementary,English: Reading,Gr 3,English Reading,82,86,27,29
Albemarle County ,Woodbrook Elementary,English: Reading,Gr 4,English Reading,57,82,17,27
Albemarle County ,Woodbrook Elementary,English: Reading,Gr 5,English Reading,77,79,13,26
Albemarle County ,Woodbrook Elementary,History and Social Sciences,Content Specific,VA Studies,73,71,18,9
Albemarle County ,Woodbrook Elementary,Mathematics,Gr 3,Mathematics,70,81,27,19
Albemarle County ,Woodbrook Elementary,Mathematics,Gr 4,Mathematics,64,82,29,39
Albemarle County ,Woodbrook Elementary,Mathematics,Gr 5,Mathematics,70,70,18,20
Albemarle County ,Woodbrook Elementary,Science,Gr 5,Science,60,72,6,19
Alexandria City ,Charles Barrett Elementary,English: Reading,Gr 3,English Reading,68,90,14,49
Alexandria City ,Charles Barrett Elementary,English: Reading,Gr 4,English Reading,75,83,38,32
Alexandria City ,Charles Barrett Elementary,English: Reading,Gr 5,English Reading,86,88,22,40
Alexandria City ,Charles Barrett Elementary,History and Social Sciences,Content Specific,VA Studies,83,96,55,45
Alexandria City ,Charles Barrett Elementary,Mathematics,Gr 3,Mathematics,73,91,22,46
Alexandria City ,Charles Barrett Elementary,Mathematics,Gr 4,Mathematics,88,88,33,28
Alexandria City ,Charles Barrett Elementary,Mathematics,Gr 5,Mathematics,71,87,3,15
Alexandria City ,Charles Barrett Elementary,Mathematics,Gr 6,Mathematics,100,100,50,50
Alexandria City ,Charles Barrett Elementary,Mathematics,Gr 7,Mathematics,<,<,<,<
Alexandria City ,Charles Barrett Elementary,Science,Gr 5,Science,80,88,37,38
Alexandria City ,Cora Kelly Magnet Elementary,English: Reading,Gr 3,English Reading,56,82,9,20
Alexandria City ,Cora Kelly Magnet Elementary,English: Reading,Gr 4,English Reading,64,72,7,8
Alexandria City ,Cora Kelly Magnet Elementary,English: Reading,Gr 5,English Reading,78,81,8,21
Alexandria City ,Cora Kelly Magnet Elementary,History and Social Sciences,Content Specific,VA Studies,74,86,19,28
Alexandria City ,Cora Kelly Magnet Elementary,Mathematics,Gr 3,Mathematics,51,79,11,16
Alexandria City ,Cora Kelly Magnet Elementary,Mathematics,Gr 4,Mathematics,88,80,19,18
Alexandria City ,Cora Kelly Magnet Elementary,Mathematics,Gr 5,Mathematics,84,88,51,50
Alexandria City ,Cora Kelly Magnet Elementary,Mathematics,Gr 6,Mathematics,100,100,43,63
Alexandria City ,Cora Kelly Magnet Elementary,Science,Gr 5,Science,58,67,4,2
Alexandria City ,Douglas Macarthur Elementary,English: Reading,Gr 3,English Reading,69,79,18,22
Alexandria City ,Douglas Macarthur Elementary,English: Reading,Gr 4,English Reading,78,73,28,22
Alexandria City ,Douglas Macarthur Elementary,English: Reading,Gr 5,English Reading,73,81,20,38
Alexandria City ,Douglas Macarthur Elementary,History and Social Sciences,Content Specific,VA Studies,95,82,59,35
Alexandria City ,Douglas Macarthur Elementary,Mathematics,Gr 3,Mathematics,65,79,12,23
Alexandria City ,Douglas Macarthur Elementary,Mathematics,Gr 4,Mathematics,85,79,26,24
Alexandria City ,Douglas Macarthur Elementary,Mathematics,Gr 5,Mathematics,57,70,6,12
Alexandria City ,Douglas Macarthur Elementary,Mathematics,Gr 6,Mathematics,100,100,22,36
Alexandria City ,Douglas Macarthur Elementary,Science,Gr 5,Science,74,82,17,25
Alexandria City ,Francis C. Hammond 1 Middle,English: Reading,Gr 6,English Reading,55,,6,
Alexandria City ,Francis C. Hammond 1 Middle,English: Reading,Gr 7,English Reading,55,,8,
Alexandria City ,Francis C. Hammond 1 Middle,English: Reading,Gr 8,English Reading,56,,6,
Alexandria City ,Francis C. Hammond 1 Middle,English: Writing,Gr 8,Writing,56,,8,
Alexandria City ,Francis C. Hammond 1 Middle,History and Social Sciences,Content Specific,Civics & Econ,78,,12,
Alexandria City ,Francis C. Hammond 1 Middle,Mathematics,Gr 6,Mathematics,52,,7,
Alexandria City ,Francis C. Hammond 1 Middle,Mathematics,Gr 7,Mathematics,51,,8,
Alexandria City ,Francis C. Hammond 1 Middle,Mathematics,Gr 8,Mathematics,25,,8,
Alexandria City ,Francis C. Hammond 1 Middle,Mathematics,End of Course,Algebra I,62,,3,
Alexandria City ,Francis C. Hammond 1 Middle,Mathematics,End of Course,Geometry,100,,22,
Alexandria City ,Francis C. Hammond 1 Middle,Science,Gr 8,Science,46,,6,
Alexandria City ,Francis C. Hammond Middle,English: Reading,Gr 6,English Reading,,56,,7
Alexandria City ,Francis C. Hammond Middle,English: Reading,Gr 7,English Reading,,66,,15
Alexandria City ,Francis C. Hammond Middle,English: Reading,Gr 8,English Reading,,58,,7
Alexandria City ,Francis C. Hammond Middle,English: Writing,Gr 8,Writing,,60,,14
Alexandria City ,Francis C. Hammond Middle,History and Social Sciences,Content Specific,Civics & Econ,,80,,24
Alexandria City ,Francis C. Hammond Middle,Mathematics,Gr 6,Mathematics,,62,,4
Alexandria City ,Francis C. Hammond Middle,Mathematics,Gr 7,Mathematics,,53,,8
Alexandria City ,Francis C. Hammond Middle,Mathematics,Gr 8,Mathematics,,42,,32
Alexandria City ,Francis C. Hammond Middle,Mathematics,End of Course,Algebra I,,67,,4
Alexandria City ,Francis C. Hammond Middle,Mathematics,End of Course,Geometry,,100,,42
Alexandria City ,Francis C. Hammond Middle,Science,Gr 8,Science,,66,,7
Alexandria City ,Francis Hammond 2 Middle,English: Reading,Gr 6,English Reading,53,,7,
Alexandria City ,Francis Hammond 2 Middle,English: Reading,Gr 7,English Reading,60,,7,
Alexandria City ,Francis Hammond 2 Middle,English: Reading,Gr 8,English Reading,65,,6,
Alexandria City ,Francis Hammond 2 Middle,English: Writing,Gr 8,Writing,64,,11,
Alexandria City ,Francis Hammond 2 Middle,History and Social Sciences,Content Specific,Civics & Econ,85,,31,
Alexandria City ,Francis Hammond 2 Middle,Mathematics,Gr 6,Mathematics,46,,8,
Alexandria City ,Francis Hammond 2 Middle,Mathematics,Gr 7,Mathematics,53,,6,
Alexandria City ,Francis Hammond 2 Middle,Mathematics,Gr 8,Mathematics,10,,0,
Alexandria City ,Francis Hammond 2 Middle,Mathematics,End of Course,Algebra I,96,,4,
Alexandria City ,Francis Hammond 2 Middle,Mathematics,End of Course,Geometry,100,,45,
Alexandria City ,Francis Hammond 2 Middle,Science,Gr 8,Science,59,,4,
Alexandria City ,Francis Hammond 3 Middle,English: Reading,Gr 6,English Reading,56,,5,
Alexandria City ,Francis Hammond 3 Middle,English: Reading,Gr 7,English Reading,68,,13,
Alexandria City ,Francis Hammond 3 Middle,English: Reading,Gr 8,English Reading,57,,5,
Alexandria City ,Francis Hammond 3 Middle,English: Writing,Gr 8,Writing,58,,5,
Alexandria City ,Francis Hammond 3 Middle,History and Social Sciences,Content Specific,Civics & Econ,86,,24,
Alexandria City ,Francis Hammond 3 Middle,Mathematics,Gr 6,Mathematics,54,,4,
Alexandria City ,Francis Hammond 3 Middle,Mathematics,Gr 7,Mathematics,65,,16,
Alexandria City ,Francis Hammond 3 Middle,Mathematics,Gr 8,Mathematics,29,,6,
Alexandria City ,Francis Hammond 3 Middle,Mathematics,End of Course,Algebra I,57,,2,
Alexandria City ,Francis Hammond 3 Middle,Mathematics,End of Course,Geometry,<,,<,
Alexandria City ,Francis Hammond 3 Middle,Science,Gr 8,Science,56,,1,
Alexandria City ,George Mason Elementary,English: Reading,Gr 3,English Reading,70,68,29,28
Alexandria City ,George Mason Elementary,English: Reading,Gr 4,English Reading,76,76,37,32
Alexandria City ,George Mason Elementary,English: Reading,Gr 5,English Reading,86,81,17,39
Alexandria City ,George Mason Elementary,History and Social Sciences,Content Specific,VA Studies,88,90,58,57
Alexandria City ,George Mason Elementary,Mathematics,Gr 3,Mathematics,68,68,28,15
Alexandria City ,George Mason Elementary,Mathematics,Gr 4,Mathematics,77,79,42,33
Alexandria City ,George Mason Elementary,Mathematics,Gr 5,Mathematics,55,59,3,5
Alexandria City ,George Mason Elementary,Mathematics,Gr 6,Mathematics,100,97,37,21
Alexandria City ,George Mason Elementary,Science,Gr 5,Science,81,83,20,33
Alexandria City ,George Washington  1 Middle,English: Reading,Gr 6,English Reading,69,,20,
Alexandria City ,George Washington  1 Middle,English: Reading,Gr 7,English Reading,73,,29,
Alexandria City ,George Washington  1 Middle,English: Reading,Gr 8,English Reading,62,,19,
Alexandria City ,George Washington  1 Middle,English: Writing,Gr 8,Writing,63,,22,
Alexandria City ,George Washington  1 Middle,History and Social Sciences,Content Specific,Civics & Econ,72,,28,
Alexandria City ,George Washington  1 Middle,Mathematics,Gr 6,Mathematics,71,,5,
Alexandria City ,George Washington  1 Middle,Mathematics,Gr 7,Mathematics,67,,22,
Alexandria City ,George Washington  1 Middle,Mathematics,Gr 8,Mathematics,57,,14,
Alexandria City ,George Washington  1 Middle,Mathematics,End of Course,Algebra I,79,,12,
Alexandria City ,George Washington  1 Middle,Mathematics,End of Course,Geometry,100,,37,
Alexandria City ,George Washington  1 Middle,Science,Gr 8,Science,68,,25,
Alexandria City ,George Washington 2 Middle,English: Reading,Gr 6,English Reading,70,,16,
Alexandria City ,George Washington 2 Middle,English: Reading,Gr 7,English Reading,72,,21,
Alexandria City ,George Washington 2 Middle,English: Reading,Gr 8,English Reading,66,,16,
Alexandria City ,George Washington 2 Middle,English: Writing,Gr 8,Writing,65,,18,
Alexandria City ,George Washington 2 Middle,History and Social Sciences,Content Specific,Civics & Econ,70,,14,
Alexandria City ,George Washington 2 Middle,Mathematics,Gr 6,Mathematics,70,,15,
Alexandria City ,George Washington 2 Middle,Mathematics,Gr 7,Mathematics,64,,16,
Alexandria City ,George Washington 2 Middle,Mathematics,End of Course,Algebra I,73,,7,
Alexandria City ,George Washington 2 Middle,Mathematics,End of Course,Geometry,100,,40,
Alexandria City ,George Washington 2 Middle,Science,Gr 8,Science,66,,11,
Alexandria City ,George Washington Middle,English: Reading,Gr 6,English Reading,,76,,28
Alexandria City ,George Washington Middle,English: Reading,Gr 7,English Reading,,79,,34
Alexandria City ,George Washington Middle,English: Reading,Gr 8,English Reading,,72,,17
Alexandria City ,George Washington Middle,English: Writing,Gr 8,Writing,,74,,29
Alexandria City ,George Washington Middle,History and Social Sciences,Content Specific,Civics & Econ,,77,,26
Alexandria City ,George Washington Middle,Mathematics,Gr 6,Mathematics,,78,,11
Alexandria City ,George Washington Middle,Mathematics,Gr 7,Mathematics,,74,,21
Alexandria City ,George Washington Middle,Mathematics,Gr 8,Mathematics,,0,,0
Alexandria City ,George Washington Middle,Mathematics,End of Course,Algebra I,,77,,9
Alexandria City ,George Washington Middle,Mathematics,End of Course,Algebra II,,<,,<
Alexandria City ,George Washington Middle,Mathematics,End of Course,Geometry,,100,,41
Alexandria City ,George Washington Middle,Science,Gr 8,Science,,73,,23
Alexandria City ,James K. Polk Elementary,English: Reading,Gr 3,English Reading,55,70,7,17
Alexandria City ,James K. Polk Elementary,English: Reading,Gr 4,English Reading,59,68,15,23
Alexandria City ,James K. Polk Elementary,English: Reading,Gr 5,English Reading,66,71,13,22
Alexandria City ,James K. Polk Elementary,History and Social Sciences,Content Specific,VA Studies,83,84,41,44
Alexandria City ,James K. Polk Elementary,Mathematics,Gr 3,Mathematics,63,66,8,15
Alexandria City ,James K. Polk Elementary,Mathematics,Gr 4,Mathematics,84,83,36,23
Alexandria City ,James K. Polk Elementary,Mathematics,Gr 5,Mathematics,67,74,11,22
Alexandria City ,James K. Polk Elementary,Mathematics,Gr 6,Mathematics,100,100,71,57
Alexandria City ,James K. Polk Elementary,Science,Gr 5,Science,71,67,12,15
Alexandria City ,Jefferson-Houston Elementary,English: Reading,Gr 3,English Reading,47,59,13,20
Alexandria City ,Jefferson-Houston Elementary,English: Reading,Gr 4,English Reading,43,34,11,6
Alexandria City ,Jefferson-Houston Elementary,English: Reading,Gr 5,English Reading,50,58,7,16
Alexandria City ,Jefferson-Houston Elementary,English: Reading,Gr 6,English Reading,55,69,0,10
Alexandria City ,Jefferson-Houston Elementary,English: Reading,Gr 7,English Reading,40,71,0,19
Alexandria City ,Jefferson-Houston Elementary,English: Reading,Gr 8,English Reading,14,45,0,0
Alexandria City ,Jefferson-Houston Elementary,English: Writing,Gr 8,Writing,29,28,0,6
Alexandria City ,Jefferson-Houston Elementary,History and Social Sciences,Content Specific,Civics & Econ,71,70,0,0
Alexandria City ,Jefferson-Houston Elementary,History and Social Sciences,Content Specific,VA Studies,46,38,11,16
